Date  ,Time,Temperature (ºC),Luminosity (lux)
2023-06-17,13:45,29.06,973.44
2023-06-17,14:15,29.25,944.64
2023-06-17,14:45,29.5,1065.6
2023-06-17,15:15,29.81,1272.96
2023-06-17,15:45,30.0,1134.72
2023-06-17,16:15,30.44,1088.64
2023-06-17,16:46,30.25,1077.12
2023-06-17,17:15,30.5,1042.56
2023-06-17,17:45,30.31,858.24
2023-06-17,18:15,30.19,783.36
2023-06-17,18:46,30.12,688.32
2023-06-17,19:16,30.12,2142.72
2023-06-17,19:46,29.44,288.0
2023-06-17,20:16,29.25,167.04
2023-06-17,20:46,29.06,91.44
2023-06-17,21:16,28.87,37.08
2023-06-17,21:46,28.56,10.71
2023-06-17,22:16,28.31,7.87
2023-06-17,22:46,28.0,7.78
2023-06-17,23:16,27.75,7.78
2023-06-17,23:46,27.44,7.78
2023-06-18,00:16,27.25,7.78
2023-06-18,00:46,27.13,7.83
2023-06-18,01:16,26.94,7.83
2023-06-18,01:46,26.69,2.07
2023-06-18,02:16,26.62,1.26
2023-06-18,03:16,26.25,0.5
2023-06-18,04:16,26.0,0.76
2023-06-18,05:16,25.75,61.2
2023-06-18,05:46,25.75,211.68
2023-06-18,06:16,25.75,367.2
2023-06-18,06:46,25.62,544.32
2023-06-18,07:16,25.56,613.44
2023-06-18,07:46,25.62,869.76
2023-06-18,08:16,25.69,864.0
2023-06-18,08:46,26.0,1008.0
2023-06-18,09:16,27.37,3248.64
2023-06-18,09:46,28.25,3087.36
2023-06-18,10:16,28.38,4492.8
2023-06-18,10:46,28.44,1117.44
2023-06-18,11:16,28.25,1238.4
2023-06-18,11:46,28.25,1347.84
2023-06-18,12:16,28.38,1319.04
2023-06-18,12:46,29.12,967.68
2023-06-18,13:15,29.25,910.08
2023-06-18,13:46,29.56,910.08
2023-06-18,14:16,29.81,956.16
2023-06-18,15:16,30.37,979.2
2023-06-18,15:46,30.5,990.72
2023-06-18,16:16,30.56,1042.56
2023-06-18,16:46,31.0,1008.0
2023-06-18,17:16,31.0,944.64
2023-06-18,17:46,30.75,910.08
2023-06-18,18:17,30.81,263.52
2023-06-18,18:47,30.37,129.6
2023-06-18,19:17,30.12,44.82
2023-06-18,19:47,29.81,23.22
2023-06-18,20:17,29.25,27.0
2023-06-18,20:47,29.06,64.8
2023-06-18,21:17,28.81,25.38
2023-06-18,22:19,28.25,7.47
2023-06-18,22:50,28.0,6.16
2023-06-18,23:21,27.81,6.16
2023-06-18,23:51,27.56,7.38
2023-06-19,00:22,27.5,7.34
2023-06-19,00:53,27.31,7.34
2023-06-19,01:23,27.13,7.38
2023-06-19,01:53,27.0,7.34
2023-06-19,02:23,26.87,3.06
2023-06-19,02:53,26.69,0.81
2023-06-19,03:54,26.44,0.86
2023-06-19,04:54,26.12,7.34
2023-06-19,05:24,26.0,32.4
2023-06-19,05:55,25.94,98.64
2023-06-19,06:25,25.94,159.84
2023-06-19,06:56,25.88,267.84
2023-06-19,07:26,26.06,321.12
2023-06-19,07:57,26.37,601.92
2023-06-19,08:27,26.5,347.04
2023-06-19,08:57,26.62,361.44
2023-06-19,10:00,27.56,1249.92
2023-06-19,10:30,28.25,973.44
2023-06-19,10:30,28.25,973.44
2023-06-19,11:01,28.06,829.44
2023-06-19,11:31,28.25,766.08
2023-06-19,12:02,28.56,887.04
2023-06-19,12:32,28.81,829.44
2023-06-19,13:02,29.0,636.48
2023-06-19,13:34,29.19,711.36
2023-06-19,14:04,29.44,933.12
2023-06-19,14:34,29.63,1123.2
2023-06-19,15:05,30.0,1445.76
2023-06-19,15:35,29.81,1203.84
2023-06-19,16:06,29.87,400.32
2023-06-19,16:36,29.75,1065.6
2023-06-19,17:06,29.63,1203.84
2023-06-19,17:36,29.56,1532.16
2023-06-19,18:07,29.31,329.76
2023-06-19,18:38,29.0,967.68
2023-06-19,19:08,29.06,1497.6
2023-06-19,19:38,28.25,146.16
2023-06-19,20:10,27.69,65.88
2023-06-19,20:40,27.25,133.2
2023-06-19,21:10,26.5,25.56
2023-06-19,21:40,26.06,11.61
2023-06-19,22:10,25.62,8.28
2023-06-19,22:40,25.19,7.24
2023-06-19,23:11,24.94,7.2
2023-06-19,23:41,24.87,8.28
2023-06-20,00:11,24.87,8.19
2023-06-20,00:41,24.69,8.19
2023-06-20,01:11,24.56,7.78
2023-06-20,01:41,24.37,7.74
2023-06-20,02:11,24.12,3.24
2023-06-20,02:41,23.94,0.9
2023-06-20,03:41,23.56,0.9
2023-06-20,04:41,23.19,1.62
2023-06-20,05:41,22.87,15.39
2023-06-20,06:13,22.69,44.1
2023-06-20,06:43,22.56,87.12
2023-06-20,06:43,22.56,87.12
2023-06-20,07:14,21.87,299.52
2023-06-20,07:45,21.62,214.56
2023-06-20,08:15,21.37,130.32
2023-06-20,08:46,21.37,298.08
2023-06-20,09:16,21.31,380.16
2023-06-20,09:46,21.56,532.8
2023-06-20,10:48,22.81,1209.6
2023-06-20,10:48,22.81,1209.6
2023-06-20,11:18,127.0,1249.92
2023-06-20,11:52,127.0,887.04
2023-06-20,13:23,27.37,100.8
2023-06-20,13:24,27.25,95.76
2023-06-20,15:06,25.75,1370.88
2023-06-20,15:10,26.12,835.2
2023-06-20,15:48,25.5,967.68
2023-06-20,16:19,25.44,653.76
2023-06-20,16:19,25.44,653.76
2023-06-20,16:49,25.56,1463.04
2023-06-20,17:19,25.69,829.44
2023-06-20,17:49,25.81,1088.64
2023-06-20,18:49,25.81,252.0
2023-06-20,19:19,26.12,218.88
2023-06-20,19:49,25.12,141.12
2023-06-20,20:19,24.81,129.6
2023-06-20,20:50,24.63,75.96
2023-06-20,21:19,24.37,24.12
2023-06-20,21:50,24.19,4.77
2023-06-20,21:51,24.19,4.77
2023-06-20,22:51,127.0,2.43
2023-06-20,23:51,127.0,2.47
2023-06-21,00:51,127.0,2.57
2023-06-21,01:51,127.0,2.61
2023-06-21,02:50,127.0,0.5
2023-06-21,03:50,127.0,0.5
2023-06-21,04:50,127.0,5.31
2023-06-21,05:21,127.0,39.78
2023-06-21,05:51,127.0,110.88
2023-06-21,06:22,127.0,197.28
2023-06-21,06:52,127.0,289.44
2023-06-21,07:22,127.0,394.56
2023-06-21,07:52,127.0,524.16
2023-06-21,08:22,127.0,717.12
2023-06-21,08:52,127.0,1226.88
2023-06-21,09:23,24.87,3225.6
2023-06-21,09:53,24.75,2880.0
2023-06-21,10:23,26.75,3962.88
2023-06-21,10:54,24.81,1422.72
2023-06-21,11:23,24.56,967.68
2023-06-21,12:23,24.94,1157.76
2023-06-21,12:54,25.06,1762.56
2023-06-21,13:24,25.12,1393.92
2023-06-21,13:54,25.37,1555.2
2023-06-21,14:25,25.44,2016.0
2023-06-21,14:55,25.37,1071.36
2023-06-21,15:25,25.5,1054.08
2023-06-21,16:27,25.75,783.36
2023-06-21,16:57,25.88,1376.64
2023-06-21,17:27,25.88,1509.12
2023-06-21,17:57,25.62,593.28
2023-06-21,18:27,25.56,394.56
2023-06-21,18:57,25.44,364.32
2023-06-21,19:28,25.37,417.6
2023-06-21,19:58,25.19,391.68
2023-06-21,20:28,25.44,190.08
2023-06-21,20:57,25.19,92.88
2023-06-21,21:28,25.0,27.54
2023-06-21,21:59,24.56,7.83
2023-06-21,22:29,24.31,6.75
2023-06-21,22:29,24.31,6.75
2023-06-21,22:59,24.12,6.53
2023-06-21,23:29,24.06,6.57
2023-06-21,23:59,23.81,6.57
2023-06-22,00:29,23.69,6.61
2023-06-22,00:59,23.56,6.66
2023-06-22,01:29,23.38,6.34
2023-06-22,01:59,23.19,6.34
2023-06-22,02:59,22.87,0.14
2023-06-22,03:59,22.5,0.14
2023-06-22,04:59,22.25,3.96
2023-06-22,05:59,22.13,74.16
2023-06-22,06:29,22.13,231.84
2023-06-22,06:59,22.19,414.72
2023-06-22,07:29,22.19,624.96
2023-06-22,07:59,22.37,722.88
2023-06-22,08:29,22.75,1255.68
2023-06-22,08:58,22.94,1094.4
2023-06-22,09:28,24.75,1739.52
2023-06-22,09:58,24.31,2223.36
2023-06-22,10:29,27.25,1900.8
2023-06-22,10:59,24.75,1612.8
2023-06-22,11:29,24.75,1647.36
2023-06-22,11:59,24.81,1180.8
2023-06-22,12:29,25.06,2062.08
2023-06-22,12:59,25.19,1192.32
2023-06-22,13:29,25.25,1854.72
2023-06-22,13:59,25.69,2027.52
2023-06-22,14:30,25.94,1497.6
2023-06-22,15:00,26.37,1958.4
2023-06-22,15:30,26.06,1261.44
2023-06-22,16:00,25.94,1025.28
2023-06-22,16:30,26.06,979.2
2023-06-22,17:00,26.0,881.28
2023-06-22,17:30,26.0,950.4
2023-06-22,18:00,25.88,737.28
2023-06-22,18:30,25.94,584.64
2023-06-22,19:30,25.75,345.6
2023-06-22,20:00,25.25,260.64
2023-06-22,20:30,25.56,100.08
2023-06-22,21:00,25.25,57.96
2023-06-22,21:31,25.0,19.26
2023-06-22,22:00,24.69,10.94
2023-06-22,22:31,24.37,9.68
2023-06-22,23:01,24.44,8.77
2023-06-22,23:31,24.19,8.77
2023-06-23,00:01,24.12,8.77
2023-06-23,00:31,24.0,8.82
2023-06-23,01:01,23.94,8.82
2023-06-23,01:31,23.75,8.64
2023-06-23,02:01,23.56,1.26
2023-06-23,03:01,23.31,0.09
2023-06-23,04:01,23.06,0.09
2023-06-23,05:01,22.75,21.24
2023-06-23,05:30,22.62,90.0
2023-06-23,06:01,22.56,226.08
2023-06-23,06:31,22.5,351.36
2023-06-23,07:01,22.5,463.68
2023-06-23,07:31,22.62,561.6
2023-06-23,08:00,22.75,682.56
2023-06-23,08:30,22.94,852.48
2023-06-23,09:00,23.25,1359.36
2023-06-23,09:30,24.06,1359.36
2023-06-23,10:00,24.94,2108.16
2023-06-23,11:32,25.75,2327.04
2023-06-23,11:32,25.75,2327.04
2023-06-23,12:02,25.37,31.0
2023-06-23,13:03,25.56,812.16
2023-06-23,13:33,25.5,688.32
2023-06-23,14:04,25.62,1900.8
2023-06-23,14:34,25.75,1330.56
2023-06-23,15:04,25.88,1411.2
2023-06-23,15:34,25.81,869.76
2023-06-23,16:05,25.5,403.2
2023-06-23,16:36,25.44,316.8
2023-06-23,17:05,25.44,1146.24
2023-06-23,17:36,25.69,1353.6
2023-06-23,18:06,25.25,665.28
2023-06-23,18:36,127.0,30.0
2023-06-23,18:36,127.0,30.0
2023-06-23,19:36,24.5,227.52
2023-06-23,20:06,26.19,30.0
2023-06-23,21:06,23.69,59.76
2023-06-23,21:36,23.38,17.37
2023-06-23,21:36,23.38,17.37
2023-06-23,22:07,23.5,10.66
2023-06-23,22:37,23.56,10.48
2023-06-23,23:07,23.56,10.4
2023-06-23,23:07,23.56,10.4
2023-06-23,23:37,24.0,9.68
2023-06-24,00:07,23.5,6.53
2023-06-24,00:37,23.38,6.53
2023-06-24,01:07,23.25,6.48
2023-06-24,01:37,23.06,6.21
2023-06-24,02:07,23.0,0.72
2023-06-24,03:07,22.69,0.09
2023-06-24,04:06,22.5,0.14
2023-06-24,05:06,22.37,29.88
2023-06-24,05:36,22.31,100.08
2023-06-24,06:06,22.31,188.64
2023-06-24,06:36,22.31,203.04
2023-06-24,07:06,22.25,322.56
2023-06-24,07:36,22.25,423.36
2023-06-24,07:36,22.25,423.36
2023-06-24,08:06,22.31,489.6
2023-06-24,08:36,22.37,509.76
2023-06-24,08:36,22.37,509.76
2023-06-24,09:06,22.62,1128.96
2023-06-24,09:35,22.87,1244.16
2023-06-24,10:05,23.19,1509.12
2023-06-24,10:35,23.0,1624.32
2023-06-24,11:05,23.44,1451.52
2023-06-24,12:05,24.0,1486.08
2023-06-24,12:35,24.19,2085.12
2023-06-24,13:05,24.06,1434.24
2023-06-24,17:15,25.5,858.24
2023-06-24,17:46,25.12,771.84
2023-06-24,18:16,25.19,734.4
2023-06-24,18:48,24.87,564.48
2023-06-24,19:18,24.44,334.08
2023-06-24,19:49,24.25,380.16
2023-06-24,20:19,24.0,220.32
2023-06-24,20:49,23.69,157.68
2023-06-24,21:18,23.38,40.14
2023-06-24,21:50,23.0,11.48
2023-06-24,22:21,22.94,8.6
2023-06-24,22:51,23.06,8.51
2023-06-24,23:22,22.62,8.41
2023-06-24,23:52,22.81,8.41
2023-06-25,00:22,22.81,8.46
2023-06-25,00:52,22.69,8.46
2023-06-25,01:22,22.5,8.28
2023-06-25,01:52,22.31,8.23
2023-06-25,02:22,22.19,1.22
2023-06-25,03:22,21.87,0.09
2023-06-25,04:22,21.62,0.36
2023-06-25,05:21,21.44,60.48
2023-06-25,05:51,21.31,180.0
2023-06-25,06:21,21.31,385.92
2023-06-25,06:51,21.37,406.08
2023-06-25,07:21,21.44,535.68
2023-06-25,07:51,21.69,702.72
2023-06-25,08:21,21.81,748.8
2023-06-25,08:51,22.06,904.32
2023-06-25,09:21,24.56,3617.28
2023-06-25,09:51,24.5,1889.28
2023-06-25,10:21,29.31,30044.16
2023-06-25,10:51,23.94,1658.88
2023-06-25,11:21,23.56,515.52
2023-06-25,11:51,23.5,570.24
2023-06-25,12:21,23.56,714.24
2023-06-25,12:51,24.0,648.0
2023-06-25,13:22,24.37,527.04
2023-06-25,13:51,24.75,607.68
2023-06-25,14:22,25.06,437.76
2023-06-25,14:52,25.31,309.6
2023-06-25,15:22,25.44,267.84
2023-06-25,15:51,25.56,300.96
2023-06-25,15:52,25.56,300.96
2023-06-25,16:21,25.5,443.52
2023-06-25,16:51,25.56,457.92
2023-06-25,17:22,25.75,367.2
2023-06-25,17:51,25.69,185.76
2023-06-25,18:22,25.56,168.48
2023-06-25,18:52,25.5,208.8
2023-06-25,19:22,25.37,210.24
2023-06-25,19:52,25.25,161.28
2023-06-25,20:22,25.06,78.84
2023-06-25,20:52,24.81,41.58
2023-06-25,21:22,24.75,12.33
2023-06-25,21:52,24.56,2.7
2023-06-25,21:52,24.56,2.7
2023-06-25,22:52,23.87,0.9
2023-06-25,23:52,23.75,0.72
2023-06-26,00:52,23.75,0.72
2023-06-26,01:52,23.62,0.86
2023-06-26,02:52,23.31,0.41
2023-06-26,03:51,23.19,0.41
2023-06-26,04:51,22.94,3.37
2023-06-26,05:52,22.75,62.64
2023-06-26,06:22,22.69,114.48
2023-06-26,06:52,22.56,70.92
2023-06-26,07:21,22.56,148.32
2023-06-26,07:52,22.56,182.16
2023-06-26,08:22,22.69,325.44
2023-06-26,09:22,22.81,223.2
2023-06-26,09:53,22.94,247.68
2023-06-26,10:23,23.12,169.2
2023-06-26,10:23,23.12,169.2
2023-06-26,10:53,23.12,233.28
2023-06-26,11:23,23.12,226.08
2023-06-26,11:53,23.31,357.12
2023-06-26,12:23,23.44,270.72
2023-06-26,12:54,23.87,463.68
2023-06-26,13:25,23.94,550.08
2023-06-26,14:25,23.69,846.72
2023-06-26,15:26,23.56,498.24
2023-06-26,15:57,23.31,694.08
2023-06-26,16:28,23.31,671.04
2023-06-26,16:58,23.38,348.48
2023-06-26,17:27,23.25,336.96
2023-06-26,17:57,23.44,371.52
2023-06-26,18:28,23.31,298.08
2023-06-26,18:59,24.87,650.88
2023-06-26,19:29,26.19,469.44
2023-06-26,19:59,23.75,111.6
2023-06-26,20:28,23.44,93.6
2023-06-26,20:58,23.19,37.62
2023-06-26,21:29,23.06,14.4
2023-06-26,21:59,22.75,10.53
2023-06-26,22:29,22.75,9.49
2023-06-26,22:59,22.62,9.45
2023-06-26,23:29,22.94,9.31
2023-06-26,23:59,23.0,7.87
2023-06-27,00:29,22.94,8.23
2023-06-27,00:59,22.81,8.15
2023-06-27,01:29,22.69,8.95
2023-06-27,02:00,22.56,1.39
2023-06-27,02:59,22.31,0.09
2023-06-27,03:59,22.13,0.14
2023-06-27,04:59,21.87,16.2
2023-06-27,05:29,21.81,98.64
2023-06-27,05:59,21.81,149.04
2023-06-27,06:29,21.87,302.4
2023-06-27,06:59,21.75,203.04
2023-06-27,07:29,21.81,303.84
2023-06-27,07:59,21.87,596.16
2023-06-27,08:29,21.81,216.0
2023-06-27,08:29,21.81,216.0
2023-06-27,08:59,21.87,455.04
2023-06-27,09:29,21.75,492.48
2023-06-27,09:59,22.25,717.12
2023-06-27,11:29,22.87,613.44
2023-06-27,11:59,23.06,604.8
2023-06-27,12:29,23.31,777.6
2023-06-27,12:59,23.06,1059.84
2023-06-27,14:00,23.38,1146.24
2023-06-27,14:31,23.62,1296.0
2023-06-27,15:01,23.94,720.0
2023-06-27,15:31,24.06,1025.28
2023-06-27,15:31,24.06,1025.28
2023-06-27,17:02,23.75,300.96
2023-06-27,18:03,23.5,449.28
2023-06-27,19:04,22.31,237.6
2023-06-27,19:35,22.13,90.72
2023-06-27,19:35,22.13,90.72
2023-06-27,20:05,22.37,53.64
2023-06-27,20:05,22.37,53.64
2023-06-27,20:37,22.19,35.82
2023-06-27,21:07,21.87,28.26
2023-06-27,21:38,21.75,8.86
2023-06-27,22:08,21.56,7.34
2023-06-27,23:09,21.69,6.03
2023-06-27,23:41,21.56,6.03
2023-06-28,00:11,21.62,6.03
2023-06-28,01:12,21.5,5.99
2023-06-28,01:12,21.5,5.99
2023-06-28,03:15,21.31,0.22
2023-06-28,04:16,21.19,0.22
2023-06-28,05:18,21.06,4.86
2023-06-28,06:19,21.0,50.04
2023-06-28,06:19,21.0,50.04
2023-06-28,06:49,20.94,40.68
2023-06-28,07:18,21.0,65.52
2023-06-28,07:49,21.0,114.48
2023-06-28,07:49,21.0,114.48
2023-06-28,08:19,21.0,141.12
2023-06-28,08:50,21.06,224.64
2023-06-28,08:50,21.06,224.64
2023-06-28,09:20,21.0,233.28
2023-06-28,09:50,23.87,5.49
2023-06-28,12:50,22.75,2119.68
2023-06-28,13:19,22.56,1336.32
2023-06-28,13:50,22.81,1411.2
2023-06-28,14:20,23.0,1497.6
2023-06-28,14:50,23.25,812.16
2023-06-28,15:20,23.75,1566.72
2023-06-28,15:51,24.06,1474.56
2023-06-28,15:51,24.06,1474.56
2023-06-28,16:20,24.31,1468.8
2023-06-28,16:51,26.5,829.44
2023-06-28,17:22,24.94,593.28
2023-06-28,17:53,25.0,1088.64
2023-06-28,18:24,24.94,852.48
2023-06-28,18:24,24.94,852.48
2023-06-28,18:54,24.75,469.44
2023-06-28,19:24,25.0,541.44
2023-06-28,19:54,24.56,296.64
2023-06-28,20:24,23.81,226.08
2023-06-28,20:54,24.0,97.92
2023-06-28,21:24,23.62,32.22
2023-06-28,21:53,23.31,4.86
2023-06-28,22:53,23.06,2.47
2023-06-28,23:53,23.0,2.38
2023-06-29,00:54,22.81,2.38
2023-06-29,01:54,22.44,2.38
2023-06-29,02:55,22.13,0.22
2023-06-29,03:55,21.81,0.22
2023-06-29,04:55,21.56,11.39
2023-06-29,05:56,21.37,153.36
2023-06-29,06:26,21.44,358.56
2023-06-29,06:57,21.44,394.56
2023-06-29,07:27,21.69,852.48
2023-06-29,07:57,21.87,823.68
2023-06-29,08:27,22.06,927.36
2023-06-29,08:57,22.37,1336.32
2023-06-29,09:27,23.12,3525.12
2023-06-29,09:58,22.87,829.44
2023-06-29,10:59,23.56,2108.16
2023-06-29,10:59,23.56,2108.16
2023-06-29,11:29,23.94,2004.48
2023-06-29,12:00,24.06,1042.56
2023-06-29,12:30,24.56,1382.4
2023-06-29,13:00,24.63,1249.92
2023-06-29,13:32,25.12,1082.88
2023-06-29,14:02,25.37,1336.32
2023-06-29,14:32,25.75,1238.4
2023-06-29,15:02,26.0,1301.76
2023-06-29,15:32,26.25,1359.36
2023-06-29,16:02,26.19,377.28
2023-06-29,16:32,26.12,777.6
2023-06-29,17:03,26.12,766.08
2023-06-29,17:33,26.44,777.6
2023-06-29,18:05,26.56,766.08
2023-06-29,18:35,26.69,596.16
2023-06-29,19:05,26.62,645.12
2023-06-29,19:35,26.56,452.16
2023-06-29,19:35,26.56,452.16
2023-06-29,20:05,26.31,296.64
2023-06-29,20:35,26.06,218.88
2023-06-29,21:05,25.81,70.56
2023-06-29,21:35,25.37,17.28
2023-06-29,22:05,25.31,2.92
2023-06-29,23:05,24.94,2.03
2023-06-30,00:05,24.56,2.16
2023-06-30,01:05,24.19,2.12
2023-06-30,02:05,23.81,1.26
2023-06-30,03:05,23.56,0.5
2023-06-30,04:05,23.25,0.5
2023-06-30,05:06,23.0,22.95
2023-06-30,05:35,22.94,120.24
2023-06-30,06:06,22.94,224.64
2023-06-30,06:36,22.81,380.16
2023-06-30,07:36,22.94,648.0
2023-06-30,08:06,23.06,1036.8
2023-06-30,08:36,23.19,938.88
2023-06-30,09:08,23.0,512.64
2023-06-30,09:39,23.12,676.8
2023-06-30,10:09,24.31,2073.6
2023-06-30,10:40,24.25,1877.76
2023-06-30,11:13,24.69,1486.08
2023-06-30,11:43,25.06,1704.96
2023-06-30,12:15,25.12,1146.24
2023-06-30,12:15,25.12,1146.24
2023-06-30,12:46,25.25,1249.92
2023-06-30,13:15,25.56,1284.48
2023-06-30,13:46,26.06,1376.64
2023-06-30,14:16,26.37,1203.84
2023-06-30,14:47,26.87,1434.24
2023-06-30,15:17,27.13,1388.16
2023-06-30,15:47,27.31,1416.96
2023-06-30,16:17,27.5,1440.0
2023-06-30,17:18,27.69,1203.84
2023-06-30,17:48,27.69,650.88
2023-06-30,17:48,27.69,650.88
2023-06-30,18:18,27.62,717.12
2023-06-30,18:18,27.62,717.12
2023-06-30,18:48,27.5,607.68
2023-06-30,19:19,27.44,570.24
2023-06-30,19:50,26.94,148.32
2023-06-30,20:20,26.62,86.04
2023-06-30,20:20,26.62,86.04
2023-06-30,20:50,26.37,34.02
2023-06-30,21:20,26.19,20.88
2023-06-30,21:50,26.0,3.33
2023-06-30,22:50,25.37,1.8
2023-06-30,23:49,25.19,1.71
2023-07-01,00:49,24.94,1.71
2023-07-01,01:49,24.56,1.62
2023-07-01,02:49,24.31,0.36
2023-07-01,03:49,24.06,0.36
2023-07-01,04:48,23.81,2.84
2023-07-01,05:48,23.69,102.96
2023-07-01,06:18,23.62,185.76
2023-07-01,06:48,23.69,188.64
2023-07-01,07:18,23.62,275.04
2023-07-01,07:48,23.69,315.36
2023-07-01,08:18,23.87,483.84
2023-07-01,08:48,24.12,777.6
2023-07-01,09:18,27.31,19814.4
2023-07-01,09:51,26.19,6036.48
2023-07-01,10:23,28.5,7557.12
2023-07-01,10:53,26.0,1002.24
2023-07-01,11:23,25.81,1296.0
2023-07-01,11:23,25.81,1296.0
2023-07-01,11:54,26.5,979.2
2023-07-01,12:26,26.62,1186.56
2023-07-01,12:56,27.0,938.88
2023-07-01,13:27,27.31,748.8
2023-07-01,13:57,27.81,783.36
2023-07-01,14:27,27.94,915.84
2023-07-01,14:57,27.62,754.56
2023-07-01,15:27,27.87,766.08
2023-07-01,15:57,27.87,783.36
2023-07-01,16:27,27.81,754.56
2023-07-01,16:57,28.0,694.08
2023-07-01,17:28,28.44,858.24
2023-07-01,17:57,28.62,725.76
2023-07-01,18:27,28.5,630.72
2023-07-01,18:57,28.31,676.8
2023-07-01,19:28,28.06,391.68
2023-07-01,19:57,28.0,253.44
2023-07-01,20:27,27.81,170.64
2023-07-01,20:57,27.44,88.56
2023-07-01,21:27,27.13,25.02
2023-07-01,21:57,27.0,3.69
2023-07-01,22:57,26.56,1.66
2023-07-01,23:57,25.81,1.62
2023-07-02,00:56,25.69,1.62
2023-07-02,01:56,25.44,1.58
2023-07-02,02:56,25.0,0.36
2023-07-02,03:56,24.69,0.41
2023-07-02,03:56,24.69,0.41
2023-07-02,04:55,24.31,13.05
2023-07-02,05:25,24.12,92.88
2023-07-02,05:55,24.06,221.76
2023-07-02,06:25,23.94,335.52
2023-07-02,06:55,23.94,443.52
2023-07-02,07:25,24.06,550.08
2023-07-02,07:55,24.12,645.12
2023-07-02,08:25,24.19,728.64
2023-07-02,08:55,24.44,869.76
2023-07-02,09:27,25.69,1543.68
2023-07-02,09:57,26.87,3386.88
2023-07-02,10:27,28.44,1520.64
2023-07-02,10:57,26.87,1353.6
2023-07-02,11:27,26.69,1319.04
2023-07-02,11:57,27.0,1226.88
2023-07-02,12:27,27.19,1226.88
2023-07-02,12:57,27.56,771.84
2023-07-02,13:27,29.31,829.44
2023-07-02,13:57,28.94,840.96
2023-07-02,14:27,29.0,967.68
2023-07-02,14:57,29.25,1088.64
2023-07-02,15:27,29.44,1186.56
2023-07-02,15:57,29.81,887.04
2023-07-02,16:26,29.87,1128.96
2023-07-02,16:56,29.81,639.36
2023-07-02,17:26,29.75,705.6
2023-07-02,17:56,29.75,766.08
2023-07-02,17:56,29.75,766.08
2023-07-02,18:26,29.69,694.08
2023-07-02,18:56,29.63,668.16
2023-07-02,19:26,29.69,446.4
2023-07-02,19:26,29.69,446.4
2023-07-02,19:56,29.81,368.64
2023-07-02,20:27,29.63,296.64
2023-07-02,20:56,29.06,144.0
2023-07-02,21:26,28.87,32.58
2023-07-02,21:56,28.56,4.05
2023-07-02,22:56,28.25,2.03
2023-07-02,23:56,27.69,1.98
2023-07-03,00:56,27.19,2.03
2023-07-03,01:55,26.81,1.98
2023-07-03,02:55,26.44,0.5
2023-07-03,03:55,26.0,0.09
2023-07-03,04:56,25.75,9.14
2023-07-03,05:26,25.62,77.04
2023-07-03,05:55,25.5,207.36
2023-07-03,06:25,25.37,318.24
2023-07-03,06:55,25.44,355.68
2023-07-03,07:25,25.5,492.48
2023-07-03,07:55,25.56,622.08
2023-07-03,08:25,25.69,771.84
2023-07-03,08:55,25.81,984.96
2023-07-03,09:26,27.25,1739.52
2023-07-03,09:56,28.94,3778.56
2023-07-03,10:25,30.06,2764.8
2023-07-03,10:55,27.5,1342.08
2023-07-03,11:26,27.69,1399.68
2023-07-03,11:55,28.44,1025.28
2023-07-03,12:25,28.69,1647.36
2023-07-03,12:55,31.06,1388.16
2023-07-03,13:26,30.12,656.64
2023-07-04,15:12,30.19,175.68
2023-07-04,15:43,32.25,2568.96
2023-07-04,16:13,31.44,956.16
2023-07-04,16:44,31.56,1635.84
2023-07-04,16:44,31.56,1635.84
2023-07-04,17:14,31.37,1365.12
2023-07-04,17:44,31.31,961.92
2023-07-04,18:14,31.06,414.72
2023-07-04,18:44,30.81,408.96
2023-07-04,19:14,30.5,311.04
2023-07-04,19:44,30.25,139.68
2023-07-04,20:14,30.0,28.98
2023-07-04,20:44,29.63,10.08
2023-07-04,21:14,29.31,11.34
2023-07-04,21:44,29.06,9.31
2023-07-04,22:14,28.87,8.37
2023-07-04,22:44,28.56,8.37
2023-07-04,23:14,28.38,8.15
2023-07-04,23:44,28.19,8.15
2023-07-05,00:14,28.0,8.15
2023-07-05,00:44,27.94,8.15
2023-07-05,01:14,27.62,8.1
2023-07-05,01:44,27.62,8.06
2023-07-05,02:14,27.44,1.22
2023-07-05,03:15,27.13,0.27
2023-07-05,04:14,26.81,0.27
2023-07-05,05:14,26.69,9.14
2023-07-05,05:44,26.62,43.2
2023-07-05,06:14,26.62,115.92
2023-07-05,06:44,26.56,234.72
2023-07-05,07:14,26.56,351.36
2023-07-05,07:14,26.56,351.36
2023-07-05,07:44,26.56,414.72
2023-07-05,08:14,26.75,498.24
2023-07-05,08:45,26.87,630.72
2023-07-05,09:15,27.19,671.04
2023-07-05,10:17,27.81,852.48
2023-07-05,10:47,28.0,910.08
2023-07-05,11:17,28.31,990.72
2023-07-05,11:47,28.69,1169.28
2023-07-05,12:17,29.06,1411.2
2023-07-05,12:48,29.56,2131.2
2023-07-05,13:18,30.06,2246.4
2023-07-05,13:48,30.56,2465.28
2023-07-05,14:18,31.0,2914.56
2023-07-05,14:48,32.63,7464.96
2023-07-05,15:18,35.75,9815.04
2023-07-05,16:18,32.31,1912.32
2023-07-05,16:48,32.0,1739.52
2023-07-05,17:18,31.81,1422.72
2023-07-05,17:49,31.62,938.88
2023-07-05,18:20,31.37,613.44
2023-07-05,18:50,31.06,472.32
