Date  ,Time,Temperature (ºC),Luminosity (lux)
2023-07-05,19:20,30.88,335.52
2023-07-05,19:50,30.62,237.6
2023-07-05,20:20,30.37,159.84
2023-07-05,20:50,30.12,84.6
2023-07-05,21:20,29.75,33.3
2023-07-05,21:50,29.56,10.4
2023-07-05,22:20,29.37,8.32
2023-07-05,22:51,29.12,8.28
2023-07-05,22:51,29.12,8.28
2023-07-05,23:21,28.94,8.15
2023-07-05,23:52,28.75,8.15
2023-07-06,00:22,28.56,8.15
2023-07-06,00:52,28.38,8.19
2023-07-06,01:22,28.19,8.1
2023-07-06,01:52,28.0,8.06
2023-07-06,02:22,27.81,1.17
2023-07-06,03:22,27.44,0.27
2023-07-06,04:22,27.13,0.31
2023-07-06,05:22,27.0,31.32
2023-07-06,05:52,26.81,89.28
2023-07-06,06:21,26.81,162.0
2023-07-06,06:51,26.81,233.28
2023-07-06,07:21,26.81,313.92
2023-07-06,07:51,26.81,408.96
2023-07-06,07:51,26.81,408.96
2023-07-06,08:21,26.94,486.72
2023-07-06,08:52,27.06,676.8
2023-07-06,08:52,27.06,676.8
2023-07-06,09:21,27.31,676.8
2023-07-06,09:51,27.69,754.56
2023-07-06,10:21,28.0,864.0
2023-07-06,10:51,28.25,1209.6
2023-07-06,11:21,28.62,1082.88
2023-07-06,11:51,28.81,596.16
2023-07-06,12:22,29.25,1486.08
2023-07-06,13:22,29.5,673.92
2023-07-06,13:52,30.06,2476.8
2023-07-06,14:22,30.19,2073.6
2023-07-06,14:52,31.87,10229.76
2023-07-06,14:52,31.87,10229.76
2023-07-06,15:22,30.69,1117.44
2023-07-06,15:22,30.69,1117.44
2023-07-06,15:52,31.37,1405.44
2023-07-06,16:22,30.37,858.24
2023-07-06,16:52,30.56,1774.08
2023-07-06,17:22,30.44,1088.64
2023-07-06,17:52,30.31,599.04
2023-07-06,18:22,30.19,590.4
2023-07-06,18:52,30.06,403.2
2023-07-06,19:22,29.94,332.64
2023-07-06,19:52,29.87,319.68
2023-07-06,20:22,29.69,159.12
2023-07-06,20:52,29.44,79.56
2023-07-06,21:22,29.25,29.16
2023-07-06,21:52,29.0,9.59
2023-07-06,22:24,28.81,8.32
2023-07-06,22:53,28.69,8.32
2023-07-06,23:23,28.5,8.15
2023-07-06,23:53,28.25,8.15
2023-07-07,00:24,28.06,8.19
2023-07-07,00:54,27.94,8.15
2023-07-07,00:54,27.94,8.15
2023-07-07,01:24,27.75,8.06
2023-07-07,01:54,27.62,8.1
2023-07-07,02:24,27.37,1.22
2023-07-07,03:24,27.19,0.27
2023-07-07,04:24,26.94,0.31
2023-07-07,05:24,26.75,30.06
2023-07-07,05:54,26.69,92.16
2023-07-07,06:25,26.62,166.32
2023-07-07,06:55,26.62,237.6
2023-07-07,07:26,26.62,328.32
2023-07-07,07:56,26.62,423.36
2023-07-07,07:56,26.62,423.36
2023-07-07,08:26,26.81,509.76
2023-07-07,08:55,27.0,613.44
2023-07-07,09:25,27.19,717.12
2023-07-07,09:55,27.62,806.4
2023-07-07,10:26,27.87,875.52
2023-07-07,10:56,28.31,1111.68
2023-07-07,11:26,28.5,1221.12
2023-07-07,11:56,28.87,696.96
2023-07-07,12:27,28.87,344.16
2023-07-07,12:56,29.12,495.36
2023-07-07,13:27,29.0,243.36
2023-07-07,13:27,29.0,243.36
2023-07-07,13:57,28.75,362.88
2023-07-07,14:27,28.62,506.88
2023-07-07,14:57,31.94,10690.56
2023-07-07,15:27,34.94,16035.84
2023-07-07,15:57,30.62,720.0
2023-07-07,15:57,30.62,720.0
2023-07-07,16:27,30.25,1935.36
2023-07-07,16:57,30.0,1342.08
2023-07-07,17:27,29.81,973.44
2023-07-07,17:57,29.75,777.6
2023-07-07,18:27,29.75,584.64
2023-07-07,18:57,29.63,446.4
2023-07-07,18:57,29.63,446.4
2023-07-07,19:27,29.44,154.8
2023-07-07,19:57,29.25,190.08
2023-07-07,20:27,29.12,81.36
2023-07-07,20:58,28.87,39.42
2023-07-07,21:27,28.69,18.9
2023-07-07,21:57,28.5,8.86
2023-07-07,22:27,28.38,8.37
2023-07-07,22:57,28.19,8.37
2023-07-07,23:27,28.06,8.15
2023-07-07,23:58,27.87,8.15
2023-07-08,00:28,27.69,8.15
2023-07-08,00:58,27.56,8.19
2023-07-08,01:28,27.44,8.1
2023-07-08,01:58,27.25,8.1
2023-07-08,02:28,27.19,1.17
2023-07-08,03:29,26.87,0.27
2023-07-08,04:29,26.62,0.41
2023-07-08,05:28,26.44,39.42
2023-07-08,05:58,26.31,102.24
2023-07-08,06:28,26.31,173.52
2023-07-08,06:58,26.19,249.12
2023-07-08,07:28,26.25,331.2
2023-07-08,07:59,26.31,411.84
2023-07-08,08:28,26.5,515.52
2023-07-08,08:58,26.62,604.8
2023-07-08,09:28,26.87,699.84
2023-07-08,09:58,27.19,794.88
2023-07-08,10:28,27.69,1463.04
2023-07-08,10:28,27.69,1463.04
2023-07-08,10:58,27.81,403.2
2023-07-08,11:28,28.0,1463.04
2023-07-08,11:58,28.31,1152.0
2023-07-08,12:28,28.81,1797.12
2023-07-08,12:58,29.37,1267.2
2023-07-08,13:28,30.0,2695.68
2023-07-08,13:58,30.06,1013.76
2023-07-08,14:28,31.37,11427.84
2023-07-08,14:58,32.81,9400.32
2023-07-08,15:28,35.81,15943.68
2023-07-08,15:58,35.0,6266.88
2023-07-08,16:28,31.94,817.92
2023-07-08,16:58,31.5,1313.28
2023-07-08,17:27,31.31,1146.24
2023-07-08,17:57,31.25,973.44
2023-07-08,18:27,30.81,457.92
2023-07-08,18:57,30.75,383.04
2023-07-08,19:27,30.56,492.48
2023-07-08,19:57,30.37,254.88
2023-07-08,20:27,30.06,156.24
2023-07-08,20:57,29.81,65.16
2023-07-08,21:27,29.63,23.04
2023-07-08,21:58,29.37,8.95
2023-07-08,22:28,29.12,8.46
2023-07-08,22:58,28.94,8.46
2023-07-08,23:28,28.75,8.28
2023-07-08,23:58,28.56,8.32
2023-07-09,00:28,28.38,8.28
2023-07-09,00:57,28.25,8.32
2023-07-09,01:27,28.12,8.19
2023-07-09,01:58,27.94,8.19
2023-07-09,02:27,27.75,1.35
2023-07-09,03:27,27.37,0.41
2023-07-09,04:27,27.13,0.45
2023-07-09,05:28,26.87,38.7
2023-07-09,05:58,26.75,104.4
2023-07-09,06:28,26.69,168.48
2023-07-09,06:59,26.62,241.92
2023-07-09,07:29,26.69,406.08
2023-07-09,07:59,26.62,437.76
2023-07-09,08:29,26.87,498.24
2023-07-09,08:59,27.13,581.76
2023-07-09,09:29,27.31,688.32
2023-07-09,09:59,27.62,728.64
2023-07-09,10:29,28.0,921.6
2023-07-09,10:59,28.38,1082.88
2023-07-09,11:29,28.69,1175.04
2023-07-09,11:59,29.12,1889.28
2023-07-09,12:29,29.56,1399.68
2023-07-09,13:00,30.19,2327.04
2023-07-09,13:30,30.56,2626.56
2023-07-09,14:00,31.06,2787.84
2023-07-09,14:30,35.13,17141.76
2023-07-09,15:00,36.06,17602.56
2023-07-09,15:30,36.81,6773.76
2023-07-09,16:01,35.75,11612.16
2023-07-09,16:31,33.25,1739.52
2023-07-09,17:00,32.63,1324.8
2023-07-09,17:30,32.31,973.44
2023-07-09,18:00,32.0,737.28
2023-07-09,18:30,31.81,581.76
2023-07-09,19:00,31.56,434.88
2023-07-09,19:30,31.25,306.72
2023-07-09,20:00,31.0,218.88
2023-07-09,20:30,30.75,130.32
2023-07-09,21:01,30.44,62.28
2023-07-09,21:31,30.31,18.9
2023-07-09,22:01,29.94,8.64
2023-07-09,22:31,29.81,8.28
2023-07-09,23:01,29.5,8.1
2023-07-09,23:31,29.31,8.1
2023-07-10,00:01,29.06,8.15
2023-07-10,00:31,28.87,8.15
2023-07-10,01:01,28.69,8.06
2023-07-10,01:31,28.44,8.06
2023-07-10,02:01,28.19,1.22
2023-07-10,03:01,27.75,0.27
2023-07-10,04:00,27.44,0.27
2023-07-10,05:01,27.13,5.72
2023-07-10,05:30,27.0,42.3
2023-07-10,06:00,27.0,105.12
2023-07-10,07:01,26.94,243.36
2023-07-10,07:01,27.0,243.36
2023-07-10,07:30,26.94,329.76
2023-07-10,07:30,26.94,329.76
2023-07-10,08:00,27.0,423.36
2023-07-10,08:30,27.06,509.76
2023-07-10,09:00,27.44,596.16
2023-07-10,09:30,27.56,682.56
2023-07-10,10:30,28.38,858.24
2023-07-10,11:00,28.75,944.64
2023-07-10,11:30,29.19,1065.6
2023-07-10,11:59,29.5,1249.92
2023-07-10,12:31,30.12,1566.72
2023-07-10,13:00,30.56,2085.12
2023-07-10,13:30,31.12,2453.76
2023-07-10,14:00,31.81,2672.64
2023-07-10,14:30,36.88,19445.76
2023-07-10,15:00,37.31,17786.88
2023-07-10,15:30,37.63,9768.96
2023-07-10,16:00,36.5,10967.04
2023-07-10,16:00,36.5,10967.04
2023-07-10,16:30,34.25,1843.2
2023-07-10,17:00,33.56,1324.8
2023-07-10,17:30,33.25,973.44
2023-07-10,18:00,32.94,734.4
2023-07-10,18:30,32.69,573.12
2023-07-10,19:00,32.5,414.72
2023-07-10,19:30,32.25,299.52
2023-07-10,20:00,32.06,207.36
2023-07-10,20:30,31.75,128.16
2023-07-10,21:00,31.5,67.68
2023-07-10,21:00,31.56,67.68
2023-07-10,21:29,31.25,20.25
2023-07-10,21:59,30.94,8.77
2023-07-10,22:29,30.75,8.15
2023-07-10,22:59,30.5,8.15
2023-07-10,23:29,30.31,8.06
2023-07-11,00:00,30.12,8.06
2023-07-11,01:00,29.75,7.97
2023-07-11,01:30,29.5,7.97
2023-07-11,02:00,29.31,1.12
2023-07-11,03:00,29.0,0.27
2023-07-11,04:00,28.75,0.27
2023-07-11,05:00,28.38,4.95
2023-07-11,06:00,28.06,100.8
2023-07-11,06:30,28.0,169.92
2023-07-11,07:00,27.94,241.92
2023-07-11,07:29,28.0,328.32
2023-07-11,08:00,28.06,423.36
2023-07-11,08:30,28.19,506.88
2023-07-11,08:30,28.19,506.88
2023-07-11,09:00,28.5,596.16
2023-07-11,09:30,28.75,685.44
2023-07-11,10:00,29.0,766.08
2023-07-11,10:30,29.44,858.24
2023-07-11,11:00,29.81,921.6
2023-07-11,11:30,30.12,1042.56
2023-07-11,12:00,30.62,1203.84
2023-07-11,12:30,31.19,1509.12
2023-07-11,13:00,31.75,2085.12
2023-07-11,13:30,32.38,2430.72
2023-07-11,14:00,33.13,2787.84
2023-07-11,14:30,38.56,20275.2
2023-07-11,15:00,38.44,12810.24
2023-07-11,15:30,39.31,7879.68
2023-07-11,16:00,38.19,11381.76
2023-07-11,16:30,36.13,2211.84
2023-07-11,17:00,35.0,1359.36
2023-07-11,17:29,34.75,1059.84
2023-07-11,17:59,34.38,748.8
2023-07-11,18:29,34.13,564.48
2023-07-11,19:00,33.88,411.84
2023-07-11,19:30,33.5,298.08
2023-07-11,20:00,33.25,204.48
2023-07-11,20:30,33.0,126.72
2023-07-11,21:00,32.75,67.32
2023-07-11,21:30,32.5,19.62
2023-07-11,22:00,32.19,8.73
2023-07-11,22:30,31.94,8.1
2023-07-11,23:00,31.75,8.15
2023-07-11,23:29,31.5,7.97
2023-07-12,00:00,31.31,8.01
2023-07-12,00:29,31.06,7.97
2023-07-12,00:59,30.81,8.01
2023-07-12,01:29,30.56,7.92
2023-07-12,01:59,30.44,1.12
2023-07-12,02:59,29.94,0.22
2023-07-12,03:59,29.63,0.22
2023-07-12,04:58,29.31,3.83
2023-07-12,05:58,28.94,99.36
2023-07-12,06:28,29.0,164.16
2023-07-12,06:57,28.87,237.6
2023-07-12,07:27,28.94,322.56
2023-07-12,07:57,29.0,414.72
2023-07-12,08:27,29.25,504.0
2023-07-12,08:57,29.37,596.16
2023-07-12,09:27,29.63,645.12
2023-07-12,09:56,30.0,823.68
2023-07-12,10:26,30.25,881.28
2023-07-12,10:57,30.75,956.16
2023-07-12,11:27,31.0,1088.64
2023-07-12,11:57,31.44,1244.16
2023-07-12,12:27,31.94,1520.64
2023-07-12,12:56,32.5,2039.04
2023-07-12,13:26,33.13,2672.64
2023-07-12,13:56,33.88,3502.08
2023-07-12,14:26,36.0,2972.16
2023-07-12,14:56,38.5,16773.12
2023-07-12,15:26,38.81,15390.72
2023-07-12,15:56,35.25,731.52
2023-07-12,16:26,34.75,1088.64
2023-07-12,16:56,34.69,1509.12
2023-07-12,17:26,34.44,1175.04
2023-07-12,17:56,34.25,349.92
2023-07-12,18:26,34.0,558.72
2023-07-12,18:56,33.81,547.2
2023-07-12,19:26,33.69,368.64
2023-07-12,19:55,33.38,187.2
2023-07-12,20:25,33.25,133.2
2023-07-12,20:55,33.0,59.76
2023-07-12,21:25,32.75,21.78
2023-07-12,21:55,32.5,8.82
2023-07-12,22:25,32.31,8.06
2023-07-12,22:55,32.13,8.1
2023-07-12,23:25,31.94,7.92
2023-07-12,23:54,31.75,7.92
2023-07-13,00:24,31.5,7.97
2023-07-13,00:54,31.25,7.92
2023-07-13,01:24,31.0,7.83
2023-07-13,01:54,30.88,7.87
2023-07-13,02:24,30.69,1.12
2023-07-13,03:24,30.25,0.22
2023-07-13,04:23,29.94,0.27
2023-07-13,05:23,29.87,11.97
2023-07-13,05:53,29.94,36.54
2023-07-13,06:23,29.81,64.08
2023-07-13,06:52,29.87,148.32
2023-07-13,07:22,29.81,176.4
2023-07-13,07:52,29.87,213.12
2023-07-13,08:22,29.87,489.6
2023-07-13,08:52,30.12,596.16
2023-07-13,09:22,30.25,717.12
2023-07-13,09:52,30.62,1157.76
2023-07-13,10:22,30.81,682.56
2023-07-13,10:52,31.06,984.96
2023-07-13,11:22,31.37,1152.0
2023-07-13,11:22,31.37,1152.0
2023-07-13,12:22,32.38,1520.64
2023-07-13,12:52,32.44,979.2
2023-07-13,13:22,33.19,3179.52
2023-07-13,13:52,33.94,3824.64
2023-07-13,13:52,33.94,3824.64
2023-07-13,14:22,36.06,8893.44
2023-07-13,14:52,35.56,10828.8
2023-07-13,15:22,36.31,9400.32
2023-07-13,15:52,37.75,13547.52
2023-07-13,16:22,36.94,5990.4
2023-07-13,16:52,35.56,1612.8
2023-07-13,17:22,35.13,852.48
2023-07-13,17:52,34.88,535.68
2023-07-13,18:22,34.5,341.28
2023-07-13,18:52,34.31,394.56
2023-07-13,19:22,34.0,218.88
2023-07-13,19:52,33.75,122.4
2023-07-13,20:21,33.5,99.36
2023-07-13,20:51,33.19,36.36
2023-07-13,21:21,32.94,12.78
2023-07-13,21:51,32.75,8.64
2023-07-13,22:21,32.5,8.01
2023-07-13,22:51,32.25,8.06
2023-07-13,23:21,31.94,8.06
2023-07-13,23:50,31.75,8.06
2023-07-14,00:20,31.62,8.1
2023-07-14,00:50,31.12,8.1
2023-07-14,01:20,30.75,7.87
2023-07-14,01:50,30.5,7.92
2023-07-14,02:20,30.44,1.12
2023-07-14,03:19,30.19,0.22
2023-07-14,04:19,29.94,0.22
2023-07-14,05:18,29.5,13.41
2023-07-14,05:48,29.5,70.92
2023-07-14,06:18,29.37,185.76
2023-07-14,06:48,29.31,208.8
2023-07-14,07:18,29.31,283.68
2023-07-14,07:48,29.37,380.16
2023-07-14,08:18,29.44,457.92
2023-07-14,08:48,29.56,544.32
2023-07-14,09:18,29.75,642.24
2023-07-14,09:47,30.06,722.88
2023-07-14,10:17,30.31,794.88
2023-07-14,10:47,30.5,852.48
2023-07-14,11:17,30.81,915.84
2023-07-14,11:47,31.12,1036.8
2023-07-14,12:17,31.56,1319.04
2023-07-14,12:47,32.06,1923.84
2023-07-14,13:17,32.56,3018.24
2023-07-14,13:48,33.31,3202.56
2023-07-14,14:17,37.0,16957.44
2023-07-14,14:47,33.56,492.48
2023-07-14,15:17,33.75,7004.16
2023-07-14,15:47,35.06,12349.44
2023-07-14,15:47,35.06,12349.44
2023-07-14,16:17,33.5,541.44
2023-07-14,16:17,33.5,541.44
2023-07-14,16:47,34.0,1140.48
2023-07-14,17:17,33.44,1520.64
2023-07-14,17:47,33.19,1059.84
2023-07-14,18:17,32.94,648.0
2023-07-14,18:47,32.69,498.24
2023-07-14,19:17,32.56,316.8
2023-07-14,19:47,32.31,276.48
2023-07-14,20:17,32.06,147.6
2023-07-14,20:46,31.75,78.48
2023-07-14,21:16,31.5,25.02
2023-07-14,21:46,31.31,9.4
2023-07-14,22:16,31.06,8.15
2023-07-14,22:46,30.75,8.15
2023-07-14,23:16,30.5,8.15
2023-07-14,23:46,30.25,8.23
2023-07-15,00:16,29.94,8.23
2023-07-15,00:46,29.75,8.23
2023-07-15,01:16,29.63,7.97
2023-07-15,01:46,29.44,8.01
2023-07-15,02:16,29.19,1.17
2023-07-15,03:15,28.94,0.27
2023-07-15,04:15,28.62,0.22
2023-07-15,05:15,28.19,10.22
2023-07-15,05:45,28.12,45.18
2023-07-15,06:14,27.87,180.0
2023-07-15,06:44,27.69,246.24
2023-07-15,07:14,27.87,269.28
2023-07-15,07:44,27.81,472.32
2023-07-15,08:14,27.81,478.08
2023-07-15,08:44,28.0,717.12
2023-07-15,09:14,28.0,662.4
2023-07-15,09:44,28.0,881.28
2023-07-15,10:13,28.19,910.08
2023-07-15,10:43,28.31,475.2
2023-07-15,11:13,28.5,979.2
2023-07-15,11:43,28.87,722.88
2023-07-15,12:13,29.19,887.04
2023-07-15,12:43,29.37,2419.2
2023-07-15,13:13,29.44,1221.12
2023-07-15,13:42,30.0,1693.44
2023-07-15,14:13,32.06,7464.96
2023-07-15,14:43,33.19,22026.24
2023-07-15,15:13,31.87,846.72
2023-07-15,15:43,30.44,696.96
2023-07-15,16:13,31.06,1319.04
2023-07-15,16:43,31.81,3617.28
2023-07-15,17:12,30.56,1008.0
2023-07-15,17:42,30.12,616.32
2023-07-15,18:12,30.06,650.88
2023-07-15,18:42,29.56,128.88
2023-07-15,19:12,29.37,318.24
2023-07-15,19:42,29.19,178.56
2023-07-15,20:12,28.87,93.6
2023-07-15,20:41,28.69,13.41
2023-07-15,21:11,28.38,19.35
2023-07-15,21:41,28.25,10.17
2023-07-15,22:11,28.12,8.46
2023-07-15,22:41,27.94,8.41
2023-07-15,23:11,27.75,8.41
2023-07-15,23:41,27.62,8.41
2023-07-16,00:10,27.44,8.41
2023-07-16,00:40,27.37,8.41
2023-07-16,01:10,27.25,8.15
2023-07-16,01:40,27.13,8.15
2023-07-16,02:10,27.0,1.17
2023-07-16,03:09,26.75,0.22
2023-07-16,04:09,26.56,0.27
2023-07-16,05:09,26.31,7.11
2023-07-16,05:39,26.31,48.24
2023-07-16,06:09,26.25,115.92
2023-07-16,06:38,26.31,182.16
2023-07-16,07:08,26.31,259.2
2023-07-16,07:38,26.31,341.28
2023-07-16,08:08,26.44,429.12
2023-07-16,08:38,26.37,518.4
2023-07-16,09:08,26.56,576.0
2023-07-16,09:38,26.94,679.68
2023-07-16,10:07,27.25,777.6
2023-07-16,10:37,27.56,961.92
2023-07-16,11:07,27.81,944.64
2023-07-16,11:37,28.25,1094.4
2023-07-16,12:07,28.75,1278.72
2023-07-16,12:37,29.25,1716.48
2023-07-16,13:07,29.81,3156.48
2023-07-16,13:37,30.44,3133.44
2023-07-16,14:07,32.19,3409.92
2023-07-16,14:37,36.06,15851.52
2023-07-16,14:37,36.06,15851.52
2023-07-16,15:07,38.25,19077.12
2023-07-16,15:37,34.25,2972.16
2023-07-16,16:07,34.06,2338.56
2023-07-16,16:37,35.63,4216.32
2023-07-16,17:06,32.75,1290.24
2023-07-16,17:36,32.19,984.96
2023-07-16,18:06,31.75,679.68
2023-07-16,18:36,31.56,518.4
2023-07-16,19:06,31.25,371.52
2023-07-16,19:36,31.0,264.96
2023-07-16,20:05,30.81,181.44
2023-07-16,20:36,30.5,102.96
2023-07-16,21:05,30.19,43.74
2023-07-16,21:35,30.0,11.43
2023-07-16,22:05,29.81,8.28
2023-07-16,22:35,29.56,8.23
2023-07-16,23:05,29.37,8.23
2023-07-16,23:35,29.19,8.28
2023-07-16,23:35,29.19,8.28
2023-07-16,23:35,29.19,8.28
2023-07-17,00:05,29.0,8.28
2023-07-17,00:35,28.94,8.28
2023-07-17,01:05,28.69,8.01
2023-07-17,01:34,28.56,8.01
2023-07-17,02:04,28.44,1.12
2023-07-17,03:04,28.19,0.27
2023-07-17,04:04,27.87,0.22
2023-07-17,05:03,27.62,2.79
2023-07-17,06:03,27.44,87.84
2023-07-17,06:33,27.37,166.32
2023-07-17,07:04,27.37,256.32
2023-07-17,07:34,27.44,342.72
2023-07-17,08:04,27.5,432.0
2023-07-17,08:04,27.5,432.0
2023-07-17,08:33,27.62,521.28
2023-07-17,09:04,27.75,685.44
2023-07-17,10:06,28.5,1134.72
2023-07-17,10:36,28.62,852.48
2023-07-17,11:05,29.0,996.48
2023-07-17,11:35,29.31,1082.88
2023-07-17,11:35,29.31,1082.88
2023-07-17,12:05,29.81,1376.64
2023-07-17,12:35,30.44,1820.16
2023-07-17,12:35,30.44,1820.16
2023-07-17,13:05,31.06,1739.52
2023-07-17,13:35,31.81,3317.76
2023-07-17,14:05,31.31,492.48
2023-07-17,14:36,32.44,1992.96
2023-07-17,15:36,33.0,846.72
2023-07-17,16:06,31.75,449.28
2023-07-17,16:36,31.31,354.24
2023-07-17,17:06,30.94,227.52
2023-07-17,17:36,30.75,342.72
2023-07-17,17:36,30.75,342.72
2023-07-17,18:06,30.62,349.92
2023-07-17,18:36,30.5,293.76
2023-07-17,19:06,30.37,318.24
2023-07-17,19:06,30.37,318.24
2023-07-17,19:37,30.25,250.56
2023-07-17,20:06,30.06,213.12
2023-07-17,20:36,29.94,112.32
2023-07-17,21:07,29.81,40.68
2023-07-17,21:37,29.63,10.62
2023-07-17,22:08,29.37,8.37
2023-07-17,22:39,29.25,8.28
2023-07-17,23:09,29.06,8.32
2023-07-17,23:38,28.87,8.32
2023-07-18,00:09,28.69,8.37
2023-07-18,00:39,28.44,8.32
2023-07-18,01:11,28.31,8.06
2023-07-18,01:44,28.12,8.06
2023-07-18,02:15,28.06,1.12
2023-07-18,03:16,27.75,0.22
2023-07-18,04:16,27.44,0.22
2023-07-18,05:20,27.31,16.92
2023-07-18,16:18,28.38,89.64
2023-07-18,16:46,28.44,108.72
2023-07-18,16:47,28.94,79.56
2023-07-18,16:52,28.75,139.68
2023-07-18,17:22,27.94,74.88
2023-07-18,18:23,27.75,3.69
2023-07-18,19:22,27.56,1.22
2023-07-18,20:22,27.56,0.45
2023-07-18,21:22,27.56,0.18
2023-07-18,22:22,27.5,0.05
2023-07-18,23:21,27.31,0.05
2023-07-19,01:21,27.0,0.05
2023-07-19,02:20,26.87,0.05
2023-07-19,04:20,26.5,0.05
2023-07-19,05:20,26.19,0.27
2023-07-19,06:19,26.06,2.74
2023-07-19,07:19,25.88,15.3
2023-07-19,07:49,25.88,6.3
2023-07-19,08:19,25.81,21.6
2023-07-19,08:49,25.81,15.39
2023-07-19,09:19,25.81,32.22
2023-07-19,09:49,25.81,78.12
2023-07-19,10:49,26.0,70.2
2023-07-19,11:19,26.12,63.72
2023-07-19,12:19,26.12,41.4
2023-07-19,13:19,26.56,167.76
2023-07-19,13:49,26.25,138.24
2023-07-19,14:19,26.19,194.4
2023-07-19,15:20,27.0,339.84
2023-07-19,16:50,26.37,105.84
2023-07-19,17:20,26.06,149.04
2023-07-19,18:20,26.44,214.56
2023-07-19,18:50,26.31,75.24
2023-07-19,19:20,26.19,85.32
2023-07-19,19:50,26.12,66.24
2023-07-19,20:20,26.0,49.32
2023-07-19,20:50,25.56,20.25
2023-07-19,21:19,25.69,2.25
2023-07-19,22:19,25.69,0.05
2023-07-19,23:19,25.62,0.05
2023-07-20,00:19,25.62,0.05
2023-07-20,01:18,25.56,0.05
2023-07-20,02:18,25.56,0.05
2023-07-20,03:18,25.56,0.05
2023-07-20,04:18,25.56,0.05
2023-07-20,05:17,25.25,1.12
2023-07-20,06:17,25.25,13.68
2023-07-20,06:47,25.31,33.66
2023-07-20,07:17,25.31,113.04
2023-07-20,07:47,25.44,86.04
2023-07-20,08:17,25.44,63.0
2023-07-20,08:47,25.44,233.28
2023-07-20,09:16,25.44,267.84
2023-07-20,09:46,25.62,532.8
2023-07-20,10:16,25.75,541.44
2023-07-20,10:46,25.75,82.44
2023-07-20,11:16,25.75,133.92
2023-07-20,11:46,25.75,89.28
2023-07-20,12:16,25.81,380.16
2023-07-20,12:46,24.5,197.28
2023-07-20,13:16,25.94,288.0
2023-07-20,13:46,25.94,29.34
2023-07-20,14:15,25.94,64.8
2023-07-20,14:45,26.06,211.68
2023-07-20,15:15,26.19,243.36
2023-07-20,15:45,26.06,164.88
2023-07-20,16:15,26.0,172.08
2023-07-20,16:45,26.19,267.84
2023-07-20,17:15,26.31,169.92
2023-07-20,17:45,26.25,159.84
2023-07-20,18:15,26.12,24.3
2023-07-20,18:45,26.06,20.61
2023-07-20,19:14,26.0,28.98
2023-07-20,19:44,26.0,18.54
2023-07-20,20:14,25.62,9.31
2023-07-20,20:44,25.62,3.15
2023-07-20,21:44,25.56,0.05
2023-07-20,22:44,25.56,0.05
2023-07-20,23:43,25.56,0.05
2023-07-21,00:43,25.56,0.05
2023-07-21,01:43,25.5,0.05
2023-07-21,02:42,25.5,0.05
2023-07-21,03:42,25.44,0.05
2023-07-21,04:42,25.12,0.05
2023-07-21,05:42,25.25,0.5
2023-07-21,06:41,25.25,5.62
2023-07-21,07:11,25.25,7.61
2023-07-21,07:41,25.25,14.67
2023-07-21,08:11,25.31,26.64
2023-07-21,08:41,25.31,21.87
2023-07-21,09:11,25.37,41.22
2023-07-21,09:41,25.37,42.48
2023-07-21,10:11,25.44,87.84
2023-07-21,10:41,25.5,133.2
2023-07-21,11:11,25.69,123.12
2023-07-21,11:40,25.62,77.4
2023-07-21,12:10,25.81,204.48
2023-07-21,12:40,25.69,32.76
2023-07-21,13:10,25.62,50.4
2023-07-21,13:40,25.69,39.96
2023-07-21,14:10,25.81,160.56
2023-07-21,14:40,25.44,156.96
2023-07-21,15:10,25.06,143.28
2023-07-21,15:40,24.94,150.48
2023-07-21,16:10,24.75,250.56
2023-07-21,16:40,25.0,157.68
2023-07-21,17:10,25.5,21.69
2023-07-21,17:40,25.44,2.34
2023-07-21,18:40,25.37,7.24
2023-07-21,19:10,25.37,8.91
2023-07-21,19:40,25.44,13.95
2023-07-21,20:09,25.37,9.23
2023-07-21,20:40,25.31,4.28
2023-07-21,21:39,24.87,0.27
2023-07-22,05:37,25.12,1.26
2023-07-22,06:37,25.12,9.68
2023-07-22,07:07,25.12,15.57
2023-07-22,07:37,25.12,21.6
2023-07-22,08:07,25.19,27.54
2023-07-22,08:37,25.19,32.76
2023-07-22,09:06,25.25,38.88
2023-07-22,09:36,25.31,92.16
2023-07-22,10:06,25.44,126.0
2023-07-22,10:36,25.56,117.36
2023-07-22,11:06,25.69,104.4
2023-07-22,11:36,25.81,89.28
2023-07-22,12:06,25.75,69.12
2023-07-22,12:36,25.75,50.76
2023-07-22,13:06,25.81,36.18
2023-07-22,13:36,25.75,14.4
2023-07-22,14:05,25.75,32.94
2023-07-22,14:35,25.75,53.28
2023-07-22,15:05,25.75,23.04
2023-07-22,15:35,25.75,101.52
2023-07-22,16:05,25.81,113.04
2023-07-22,16:35,25.88,110.16
2023-07-22,17:05,25.88,95.76
2023-07-22,17:35,25.88,70.2
2023-07-22,18:05,25.81,51.84
2023-07-22,18:35,25.81,29.52
2023-07-22,19:05,25.81,19.35
2023-07-22,19:35,25.75,12.33
2023-07-22,20:05,25.75,8.06
2023-07-22,20:35,25.69,3.96
2023-07-22,21:34,25.69,0.09
2023-07-23,05:32,25.56,1.03
2023-07-23,06:32,25.5,8.46
2023-07-23,07:02,25.5,11.25
2023-07-23,07:32,25.5,14.31
2023-07-23,08:02,25.5,27.9
2023-07-23,08:32,25.5,36.18
2023-07-23,09:01,25.56,40.86
